微博正文,发布时间,ip
整个中东都在巴以冲突中，被以色列和美国气坏了，但这个节骨眼上，为何“伊斯兰国”恐怖组织，突然掉转枪口，炸死了84个伊朗平民？难道相比于恨美以两国，恐怖分子更恨伊朗？还是恐怖分子被谁当枪使了？这是今天我在@我是李翔小破圈上问的问题。@杨升给出了精彩回答。但回答这问题，要先弄明白，中东到底都有谁在打谁，不然会被绕进去。我几段话给大家捋清楚，然后说杨升的回答：一、【中东谁在打谁？】中东一共就700多万平方公里，还没有中国大（见地图），但所有的故事都发生在这，粗略的说，目前是“四国演义”。四国带着小盟友相互攻伐博弈，但四国又时不时给美俄等大国当代理人：1、【什叶派的伊朗】——反美，盟友包括【叙利亚】（被美国害惨了）、【伊拉克】（被美国用“洗衣粉”入侵、推翻了逊尼派的萨达姆政府，反而在美式选举下，因为什叶派人多，选出了什叶派政府，变成了亲伊朗、不鸟美国）、【黎巴嫩真主党】（老盟友了）、也门的【胡塞武装】（这几天封锁红海炸美国商船，美国都不太还手），现在，伊朗力挺【哈马斯】。2、【逊尼派的沙特】——亲美很多年，盟友包括【科威特】、【卡塔尔】、【阿联酋】等海湾地区的【产油富国】，是美国“石油美元”霸权的命根。本来在美国撮合下，要跟【以色列】这个“异教国家”谈建交，一起反伊朗，结果中国年初咔嚓一下促成沙特伊朗复交了，然后年底以色列在加沙杀平民、杀婴儿、杀记者、杀联合国工作人员，太过分了，沙特中止了谈判，反而邀请【俄罗斯】总统普京访问了。多说一句：沙特、伊朗，第一大贸易伙伴，都是中国。3、【犹太教的以色列】——跟【美国】一个鼻孔出气，现在也说不好到底它俩谁管谁了，反正结果上看，就是以色列在加沙无底线杀平民、美国在联合国无底线否决停火决议，现在经常是全球180多国赞成、只有美以两国反对，只要自己不尴尬，尴尬的就是别人。注意：以色列是中东唯一有核武器的国家！4、【突厥人的土耳其】——左右横跳，很有看头：它是【穆斯林国家】，但自称宗教虽一致、民族不一样；是【北约国家】，理论上说俄乌冲突中应该亲美反俄，但埃尔多安却跟普京走得很近，还时不时反美；绝大部分领土在亚洲，但【自称欧洲国家】，踢欧洲杯，一直想加入欧盟而不得，现在反而加入上合组织了。土耳其是穆斯林国家，但不像伊朗沙特那样政教合一、女人不能随意上街那种，所以经常跳出来diss沙特伊朗；土耳其天天骂以色列非法侵占巴勒斯坦领土，但跟以色列建交了，不像伊朗沙特拒绝建交，但最近埃尔多安跟内塔尼亚胡断联了，理由是他杀害加沙平民，但两国没断交。再多说一句：以色列、土耳其，第二大贸易伙伴，都是中国。二、【这四国，带着各自的小盟友，相互攻伐博弈，又时不时给美俄等大国当代理人。于是打得最惨的地方，就是叙利亚、伊拉克、加沙。】加沙出现了哈马斯抵抗组织，而叙利亚、伊拉克打得生灵涂炭，于是在权力真空地带，就出现了远比制造911恐怖袭击的本拉登“基地”组织还残暴的“伊斯兰国”恐怖组织。这个“伊斯兰国”，恨谁？答案是：恨全世界。恨美国——比如，它在2021年美军仓皇逃离阿富汗当天，在喀布尔机场袭击美军；恨西方——比如，它在2015年1月袭击法国《查理周刊》办公室，杀死12人，11又在巴黎制造连环恐袭，128死250伤。恨土耳其——比如，它在2016年袭击土耳其的伊斯坦布尔机场，41死239伤。恨以色列——不过以色列现在严防死守，“伊斯兰国”很少能给以色列造成重大伤亡，相反，以色列经常空袭“伊斯兰国”在叙利亚的基地。恨什叶派的伊朗——它是逊尼派的极端分子组成的，除了这次炸死84名平民，此前也多次袭击伊朗政府、什叶派关键地点等，比如2022年袭击过伊朗什叶派的圣地，2017年袭击伊朗议会、伊朗共和国创始人陵墓等。恨逊尼派的沙特——没错，“伊斯兰国”是逊尼派，但对沙特等国照样多次下死手，比如炸沙特清真寺、机场等，理由是沙特还“不够穆斯林”、“不够逊尼”，毕竟极端组织。恨中国——是的，一些“三股势力”的人，也跟“伊斯兰国”有勾结，比如接受他们的军事训练，然后再潜入新疆，发动恐怖袭击。但咱在新疆又是反恐，又是扶贫，2016年以后，新疆就再也没发生一起恐怖袭击！气得美国天天污蔑咱“种族灭绝”，因为反观美国在中东“反恐战争”的战绩之烂、偏袒以色列屠杀平民的下线之低，除了泼脏水，也实在没脸见人。这里就不展开了。三、【所以，今天“伊斯兰国”突然不管巴以冲突这“主要矛盾”，掉转枪口，袭击伊朗平民，到底是何目的？】没错，以上都是背景！都是我在小破圈提供的背景信息，下面有请环球时报英文版首席记者@杨升回答我的问题。【杨升说】：从目前的公开信息看，没几个人会相信，“伊斯兰国”在这个节骨眼炸伊朗，跟巴以冲突毫无关联，“仅仅”是因为它恨伊朗。但这次袭击，从手段和目标上看，又确实不像美国或以色列直接发动的：——以色列对伊朗的袭击，大多是暗杀核科学家、爆破核设施，因为以色列担心伊朗有了核武器，打破它在中东的核垄断地位；——如果美国对伊朗的袭击，会针对军事目标，削弱伊朗实力，炸伊朗平民，对美国战略价值不大。但从袭击的方式和结果上看，要说这仅仅是因为“伊斯兰国”恨伊朗，所以炸伊朗，跟其他人完全无关，又很难让人信服：——“伊斯兰国”是用遥控炸弹，搞了连环爆炸，第一枚炸弹引爆、炸死平民后，又在人群逃跑途中引爆了第二枚，这手段过于先进了、情报掌握的过于详细了。——因为从2017年左右，“伊斯兰国”恐怖组织被美、俄、叙利亚、伊拉克、土耳其、以色列等国群起而攻，主要地盘都被拿下了，好几任头目都被炸死了，实力早已大不如前，2017年以后的恐怖袭击，大多是人肉炸弹，而且死伤人数不高。所以，这次“伊斯兰国”突然实力大增，手段那么先进、死伤那么多人，十分可疑。要知道，伊朗这次遭到恐怖袭击，是在纪念2020年1月被特朗普公然炸死的司令苏莱曼尼时发生的。当时，特朗普公然炸死苏莱曼尼，伊朗怒了，险些引发美伊直接冲突！现在，伊朗人在悼念司令的忌日，又被恐怖分子用遥控炸弹，搞了连环爆炸，先引爆一枚，炸死一些平民，人群朝外面逃命，又在逃命途中被第二枚炸弹炸死，太惨了。所以，有人想故意激怒伊朗，让伊朗动武。四、【我问：如果以上分析都成立，那么激怒伊朗动武，目的是什么？想让伊朗打谁？谁得益？】如果能回答以上问题，基本就能找到谁是真正的幕后元凶了。【杨升说】：不排除是“伊斯兰国”跟伊朗有过节，比如教派不同、过去就有仇、今天单独行动，突然战斗力爆表了。但更大的可能性，是有人在“养寇”，养恐怖分子，喂他们情报，送他们武器，把他们当枪使，在中东搅浑水，从中得利。“养寇”这说法不是咱瞎猜，美国国内一直有。特朗普在2016年大选辩论中就质问过希拉里：为什么美军这么强，却总是对“伊斯兰国”围而不剿，俄军相对实力没那么强，却打得干净利落。当然，希拉里自有说辞，说“我军要保护平民”之类。能把伊朗悼念苏莱曼尼活动现场的各个出入口、逃生路线、炸弹安放点等情报，掌握的那么详细，还能在现场遥控炸弹，你说是“伊斯兰国”自己派人刺探来的情报、自己用上了能绕过伊朗安保的黑科技，实在过于科幻。很可能是伊朗国内有反政府的“内鬼”，勾结了外面的人。这些伊朗反贼，不太可能是实力越来越弱的“伊斯兰国”养的，他们自己都入不敷出了，很可能还是美国、以色列等仇视伊朗的国家，靠“远程畜牧业”在打钱。反贼们策划任何袭击，肯定是得到了金主许可的，否则要么是自曝了没人保，要么是拍马屁拍错地方，两种后果都很严重。可是，美国明显是想从中东抽身，对胡塞武装的回击都“克制到让人心疼”，连中东的航母都开始调走了，按理说不太可能想去激怒伊朗——要想激怒它，早就干了。所以，到底谁担心美军把航母调走、从中东抽身呢？嗯，这个我就不太好明说了。【我说】：直接点名说哪个国家“养寇”、资助恐怖主义，肯定不对，也不符合实际。但到底谁有可能干坏事，其实也没啥不能明说的。假设以上分析都成立，注意我是先有个假设啊，那么，不想让美军从中东抽身、且有能力勾结伊朗反贼的，无外乎两拨人：一是极端的犹太复国主义者，二是美国军工复合体。注意：这两拨人，都不是代表任何国家，相反，他们所在的国家和人民，至少在明面上，都公开反对这两个利益集团。极端的犹太复国主义者，嘴上喊着以色列要“圣经建国”，但心里知道以色列国土纵深太小，现在又对穆斯林欺人太甚，一旦美国霸权这个大腿没了，别说什么“复国”了，照他们现在在加沙干的这些事，搞不好现在的国土都危险了。美国军工复合体，最大的利益就是有战争，没有战争就没有军火订单。但他们也看明白了，如果美国彻底从中东抽身，集中力量围堵中国了，那么解放军要么“不动如山”，根本没啥军火可卖，要么“动如雷霆”，搞不好直接端了军工复合体的老巢。所以，这个战争必须是针对软柿子才行，中东那么多软柿子，一会儿一根钢笔卖好几千，一会儿一个杯子卖好几万——没有杀害就没有买卖，把美国留在中东，才最符合军工复合体的利益。五、【所以，结论来了】：不能排除“伊斯兰国”突然战斗力爆表、单独发动袭击、只为宣泄对伊朗的仇恨这个可能性。但如果不是这情况，那么美国和以色列，早已不是铁板一块：两国在国家利益上已经出现了明显分歧——美国想抽身，围堵中国；以色列想把美国牢牢拴在中东战车上。美国国内，更不是铁板一块：从维护美国霸权角度上说，抽身中东、围堵中国才是最优解；但从军工复合体的既得利益角度上说，围堵中国是高风险、没油水的生意；而从美国人民的角度上说，霸权，无论是反伊朗还是反中国，都对美国国内枪击每天死100+、吸毒每年死10万+、警察暴力执法每天死4+、贫困率15%+等民众切身利益，无解，反而会因某些利益群体的吃相太难看，加剧这些问题。六、【最后我们在小破圈感叹了几句】：如果你们不是铁板一块，那也是你们自己的矛盾，要不你们约出来打一架？可你只因自己的分歧，就跑到千里之外的伊朗，去杀害无辜的平民，是不是太可恨了？先引爆一个炸弹，让手无寸铁的人群慌乱逃跑，再在逃跑途中引爆第二枚炸弹，是不是太残忍了？如果你只是恨这些伊朗人，多少算个恐袭借口。可如果你只是为了打压自己利益集团的国内对立面，却跑到千里之外的伊朗，勾结恐怖分子，杀害80多个与你毫不相干的外国平民，只为激怒伊朗、引燃战火，人性之恶啊，真是让人细思极恐。我们的国家可千万不能乱了。,2024/1/6 0:26,北京
贝鲁特遭空袭#巴以冲突##俄乌局势新进展##上热门挑战#L联灿投资播递的微博视频,2024/1/3 12:15,广东
#巴以冲突#自加沙战争爆发以来，已有1600名以色列士兵遭受战争创伤和应激症状。自加沙战争爆发以来，已有3000名以色列士兵联系了心理健康热线。（以色列国土报）,2024/1/4 9:38,吉林
#巴以冲突#以色列博主发的图片#黄媒不会说的真相#,2024/1/5 11:17,重庆
哈马斯在以色列地面部队进入加沙地带后公布的战果统计来源：شبكةغزةالان柯基语：这是根据哈马斯发布的战况而进行的二次统计，并不是官方统计战果。比如很多时候哈马斯发布一条：用亚辛105击中了对方1辆坦克，这样就根本不会说死几个人#巴以冲突##以色列称坚决拒绝停火##以色列轰炸后的加沙尸横遍野#,2024/1/1 11:37,北京
#巴以冲突##以军空袭致哈马斯领导人丧生#内塔尼亚胡的高级顾问马克·雷格夫失言，承认以色列今晚早些时候对贝鲁特发动了袭击，造成7人死亡，侵犯了黎巴嫩主权，这可能导致全面战争。（X）L深海一万米的微博视频,2024/1/3 12:13,吉林
#巴以冲突#实际上，以军是毫无办法！在加沙没有丝毫进展，但内塔尼亚胡又需要战绩。#黄媒不会说的真相#,2024/1/4 9:33,重庆
以色列陆军电台整了个烂活，他们采访了已死的吉瓦蒂旅军官哈雷尔·伊塔上尉的朋友，他说哈雷尔是个“热心肠”，他在加沙作战期间将一名哭泣的巴勒斯坦小女孩带回了以色列。之后他们可能发现这个宣传整得有点离谱，就自行删除了这条采访。#巴以冲突#,2024/1/1 11:35,陕西
#巴以冲突#应该是以色列时间2号晚上，以色列用无人机在贝鲁特刺杀了7名哈马斯领导人。是用炸弹从窗户里射进去，轰炸了一层楼，只杀了这7个人，其他人没有伤亡。附图是有人发的哈马斯的领导人名单，不知道是不是对的。红三角的是已经死了的。以色列政府有一个刺杀清单，总理签字的。,2024/1/3 12:13,加拿大
美军跑路，考验以色列的时候到了？美军要跑路了。去年10月新一轮巴以冲突爆发之后，美国福特号航母很快就进入到地中海附近。它的主要任务，就是给以色列提供安全保护。但是在保护了几个月之后，现在美国已经传出消息，福特号航母将要撤了。据美联社报道，美国海军1日宣布，在为以色列提供保护数月后，“杰拉尔德·R·福特”号航空母舰打击群将启程回国，另外一艘两栖攻击舰及其随行的两艘军舰将取代“福特”号在地中海的任务。航母的地位和作用，肯定不是其他军舰能够替代的。所以这个消息出来后，以色列有人就大骂美军，说这是可耻的逃亡。但实际上我们看这件事情，应该还是美国跟以色列商量过的。说到这个我们就不得不说，在这方面，布林肯跟沙利文比起来，似乎就还差点意思。之前布林肯在冲突爆发之后，来来回回跑了四趟以色列，但以色列很不给面子。甚至是跟布林肯开完会之后，在记者见面会上，就直接说以色列是不可能停火的。这等于是当场就把布林肯的面子给驳回去了。这么来回搞了几次之后，美国一看不行，前段时间美国把沙利文派过去了。沙利文到了以色列之后，没有要求说以色列必须马上停火，而是要求以色列必须把战争重点，转换成以打击哈马斯领导层为主的袭击行动。实际上就是要求以色列停止地面战争，然后呢，用空袭作为主要的战争手段。那这其实也就变相的等于停火，以色列内部对于这个决定还是有争议的，但是很明显，沙利文背后所代表的美国某些强硬派势力，这一次施加了很大的压力，就是你停也得停，不停也得停。所以我们现在看到的情况是，虽然以色列在新年伊始就表示战争将会持续一年，但实际上美军已经准备战术后撤了。如果没有美军的超饱和支援，对以色列意味着什么，想必内塔尼亚胡应该是清楚的。所以这看起来更像是沙利文对内塔尼亚胡的最后通牒，现在美军航母准备撤离，那么巴以冲突的烈度，随之很可能就会大幅下降。这也算是考验以色列持久战能力的时候到了。,2024/1/4 9:25,浙江
